id,client_name,client_address,billing_to,service_type,bill_description,ticket_id,billing_date,emailed,comments,invoice_no,invoice_date
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"2 New Laptops delivered to Office Reception.
  Laptop - Dell Latitude E7470 - S/N# FR607H2
  Laptop - Dell Latitude E7470 - S/N# GC0MYF2 
  Details:-
  Laptop - Dell Latitude E7470 
  · Operating System Windows 10 Pro 64-bit 
  · CPU Intel Core i5 6300U @ 2.40GHz 
  · RAM 16.0GB Dual-Channel DDR4 @ 1064MHz 
  · Motherboard Dell Inc. 0T6HHJ 
  · Graphics o Generic Non-PnP Monitor (1920x1080@32Hz)
  o Intel HD Graphics 520 (Dell)
  · Storage 256GB (SATA (SSD) 
  · Audio Realtek Audio",#8261,2023-09-08,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,New RDP + DUO + QB - Ms. Babneet Toor,#8256,2023-09-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New DUO and Node :- dig\gbhullar C1node39,#7667,2023-09-06,Yes,,,
,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",Roadies Logistics and Shunt Services,na,Onsite visit for IP address for CCTV,#8236,2023-09-06,Yes,,,
,Sanjay Sharma,Na,Sanjay Sharma,na,5 Windows Licenses for Sanjay Sharma -,#7970,2023-08-31,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,Onsite Time: 5:30pm - 9:30 pm for QB Upgrades to 2023 + Payroll Table Updates + Windows Updates on 9 PCs + Server.,"#7346
  #7347
  #7348
  #7349
  #7350
  #7351
  #7352
  #7353
  #7354
  #7355",2023-08-09,Yes,,,
,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",Gracious Lighting & Home Furnishing,na,Black Toner Cartridge installed for Toshiba e-STUDIO3505AC,#7293,2023-08-09,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,New License - Office 365 Reception Desk.,#7037,2023-07-28,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"New equipment + extension
  1 VOIP - T54W Ext 106",#6838,2023-07-24,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,Windows 11 Pro License Installed.,#6939,2023-07-24,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - User:- Awas Omar Dhiblawe,#6171,2023-07-14,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Email created
  Name: Harsimran Deep Kaur
  Email: harsimran@dig.insure",#6128,2023-07-11,Yes,,,
,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",Transway Transport,na,"Email Migration to Office365
  draz@insta-parts.ca
  info@insta-parts.ca",#5657,2023-07-06,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"2 VOIP - T54W + 2 Power Adapters
  Ext 110 & 111 for India",#5913,2023-06-30,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,New RDP + DUO + QB -Ms. Aman,#5834,2023-06-30,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"User: Prabhjot PC: Dell OptiPlex
  Windows re-installed and profile configured.",#5592,2023-06-29,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Amita Verma - Date 28 June 2023 ----CPU ONLY--
  SerialNumber::2UA53839RH
  OS Name Microsoft Windows 10 Pro
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD 250GB SSD + 500 GB SATA",#5862,2023-06-28,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,Mr. Aman Sidhu -2nd Existing LCD installed for DUAL setup,#5865,2023-06-28,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Mr. Simar - 2 visits - 1 for each LCD install
  New VGA Cable + HDMI to Display Converter Used - Billable
  2 LG DUAL LCD (already onsite) setup done.",#5864,2023-06-28,Yes,,,
,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",Transway Transport,na,New RDP + DUO Node105 - Harinder Buttar,#5744,2023-06-23,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New HDMI to DVI Cable - 25$ + Total onsite visits 2. User: Ritika
  1st visit - LCD(Onsite Existing) installed on weekend - onsite visit. Jun 18,2023.
  2nd - visit Jun 22, 2023 . with HDMI to DVI cable and installed 2nd LCD(Onsite Existing) and tested ok.",#5660,2023-06-22,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Office 365 License installed on 1 rdp user
  Z6448@365i.team gracious\shikha (On Sahil PC)",#5688,2023-06-21,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,New RDP + DUO+ Blip user SHAHBAZ RASOOL,#5690,2023-06-20,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Office 365 License installed on 3 rdp users
  Z6448@365i.team gracious\akarsh, \shaleen, \mandeep",#5688,2023-06-20,Yes,,,
,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",Arthur Transport Company Inc.,na,"8 - T54W Yealink Phones installed.
  5 - Bluetooth Headsets (MPOW) Installed.
  5 - Communicator App Installed.",#5513,2023-06-13,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,New user setup for QB galaxy3,#5541,2023-06-13,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,New UPS by APC installed onsite.,#5475,2023-06-09,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"New CPU + Office 365 installed - User: - Gary 
  i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  HP EliteDesk
  Installed Physical Memory (RAM) 16.0 GB
  HDD = 256gb SSD + 500 gb SATA",#5417,2023-06-07,Yes,CC Provided to Rajkaran,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"New CPU + 1 Adobe Professional License installed - User: - Ruby (Personal Use)
  i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  HP EliteDesk CASH PAID
  Installed Physical Memory (RAM) 16.0 GB
  HDD = 256gb SSD + 500 gb SATA""
  SerialNumber MXL6032R98",#5422,2023-06-07,Yes,N/A by Rajkaran,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New CPU + 2 LCD - Mr. Ravi Grewal
  Hardware Details: 
  • CPU (Qty =1)
  SerialNumber : 2UA4511WMQ
  OS Name Microsoft Windows 10 Pro
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD 250GB SSD + 500 GB SATA
  • LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =2)",#5375,2023-06-06,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New email created: psidhu@dig.insure (Preeti Sidhu),#5382,2023-06-06,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Hardware Details: PC + LCD Monitor + Onsite Visit 1hr 
  • PC (Qty =1)
  SerialNumber : MXL6032R5D
  OS Name Microsoft Windows 10 Pro
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD 250GB SSD + 500 GB SATA
  • LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =1)""",#5286,2023-06-05,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Hardware Details: CPU -- SIMAR
  • CPU only (Qty =1)
  SerialNumber : 2UA40812YK
  OS Name Microsoft Windows 10 Pro
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD 250GB SSD + 500 GB SATA",#5373,2023-06-05,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,New RDP + DUO setup - User :- AKARSH,#5316,2023-06-02,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - User:- Beant Kaur Maan,#5238,2023-05-30,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New RDP + DUO + Email - User:- Navneet Kaur Grewal,#5253,2023-05-30,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"Microsoft Windows 10 Pro
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD 250GB SSD + 500 GB SATA
  4/26/2023
  (OLD DATE)",#4350 OLD #5170 NEW,2023-05-26,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,New RDP + DUO setup - User:- SHIKHA,#5124,2023-05-24,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Email created user - Simran 
  (ssimran@dig.insure)",#5100,2023-05-23,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New DUO user - Simran 
  (accessing dig\aaneem account)",#4903,2023-05-15,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,New BLIP user - Parth Patel,#4896,2023-05-15,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"4 GB RAM Added
  Windows re-installed + Office 365 installed + Time Spent 2 Hrs
  Data restored to the PC. 
  Naina PC
  SerialNumber CPXLTV1",#3754,2023-05-09,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,RDP + DUO completed for Mr. Sunny,#4621,2023-05-08,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New RDP User : Mandeep Kapoor.
  DUO + BLIP setup.",#4745,2023-05-08,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,Onsite Visit - Network cable installed to Printer in Reception.,#4751,2023-05-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Hardware Details: PC + 2 LCD Monitor + 1 Power Bar + Onsite Visit 1hr 
  • PC (Qty =1)
  SerialNumber : 2UA40812XX
  OS Name Microsoft Windows 10 Pro
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD 250GB SSD + 500 GB SATA
  • LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =2)",#4521,2023-05-03,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,2 Network Drops Installed by Ankit in Simar's Office.,#4067,2023-05-03,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,"Hardware Details: PC + LCD Monitor + DUO + Onsite Visit 30 mins
  • PC (Qty =1)
  SerialNumber : 2UA40812XX
  OS Name Microsoft Windows 10 Pro
  System Model HP EliteDesk 800 G1 SFF
  Processor Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, 3401 Mhz, 4 Core(s), 8 Logical Processor(s)
  Installed Physical Memory (RAM) 16.0 GB
  HDD 250GB SSD + 500 GB SATA
  • LCD Monitor : Lenovo Think Vision P24 q-10. (Qty =1)",#4621,2023-05-03,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New VOIP account X101 User: Varinder Rana
  New SIP T54W
  MAC : 805E0CC3266A
  S/N: 301081E041220382",#4362,2023-04-29,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"5 RDP nodes created. + 5 DUO
  dig\account1 - Account1
  dig\account2 - Account2
  dig\lgrewal - Lajwinder Grewal
  dig\averma - Amita Verma
  dig\hthind - Harman Thind","#4324
  #4501
  #4521
  #4500",2023-04-28,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Email created: Hthind@dig.insure
  User: Harman Thind",#4521,2023-04-27,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"2 Emails created: 
  New Email created: lgrewal@dig.insure
  User: Lajwinder Grewal
  New Email created: averma@dig.insure
  User: Amita Verma","#4500
  #4501",2023-04-26,Yes,,,
,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",Gracious Lighting & Home Furnishing,na,"Onsite visit: 1 HR.
  Setup done for Network MPF Scan to PC Folder.",#4377,2023-04-26,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,New email created: baldeepgrewal@metrox.ca,#4508,2023-04-26,Yes,,,
,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Hi-End Diesel Truck Repair Inc.,na,Scanner setup - Reception Desk (Ms. Shashi),#4404,2023-04-21,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,"User: Simar Uppal - New VOIP account + Device installed
  VOIP 9058973212 
  MAC 805E0CC32EB8
  SerialNumber 301081E041223209
  Make Yealink
  Model SIP-T54W
  STATE Installed",#4027,2023-04-20,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"1 x Adobe DC Pro installed
  System Name MAIN-PC
  SerialNumber MJ04936",#4315,2023-04-19,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,1 x MS-Office License Activation RDP – Anjali Kamboj,#4354,2023-04-19,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"DUO Push User Added - Nitin 13 April 2023
  DUO Push User Added - Anjali Kamboj 18 April 2023","#4112
  #4328",2023-04-18,Yes,Merged with Billing 28 Feb 23 with New User Node Setup,,
,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",Gracious Lighting & Home Furnishing,na,DUO Push User Added - Shaleen Dutta 27 February 2023,#3013,2023-04-18,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,"Techhosting.ca :- Client`s CC on Profile
  - 1 Email (365) created + configured
  -simar@freighthublogistic.com",#4293,2023-04-17,Yes,,,
,Galaxy Flooring and Renovation,"21, Regan Road, Unit H&I - Brampton, ON, L7A 1C5
 Phone: (905) 840-0222",Galaxy Flooring and Renovation,na,"QuickBooks Troubleshooting + Updates Installed.
  o PC 1 
  o PC 2
  o Server","#4278
  #4279
  #4288",2023-04-17,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,• Onsite Visit - 1HR (Move and Install)- PC move Warehouse back office to Warehouse Front Desk - 1 HR.,#4285,2023-04-17,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,Email setup (Ruby PC) in Outlook - processing@cictoronto.com,#4210,2023-04-13,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,"New PC + 1 HDMI Converter System Model HP EliteDesk 800 G1 SFF
  System Name DESKTOP-UGRFT2C RAM = 16GB
  Processor Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz, 3601 Mhz, 4 Core(s), 8 Logical Processor(s)
  SerialNumber MXL540107W
  HDD 256GB SSD + 500GB User: SIMAR",#4002,2023-04-06,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"2 New VOIP Accounts created
  ""101 & 104 overlapping in India replaced with 109 & 110""",#3900,2023-04-05,Yes,,,
,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
 Brampton, ON L6W 3K7
 905-230-0700",MSS MACHINING & FABRICATION,na,Network Printer (Canon Image Runner 2525 MSS) Setup on PC.,#4035,2023-04-05,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,"Techhosting.ca :- Client`s CC on Profile
  - New Domain purchase www.freighthublogistic.com 
  - 3 Emails (365) created
  -dispatch@freighthublogistic.com
  -safety@freighthublogistic.com
  -accounts@freighthublogistic.com","#3997
  #3998",2023-04-04,Yes,,,
,Freight Hub Logistics Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",Freight Hub Logistics Inc.,na,"Office 365 License Installed ----- 1 (Simar Uppal) 
  System Model HP EliteDesk 800 G1 SFF
  System Name DESKTOP-UGRFT2C",#4004,2023-04-04,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,New Email : POD@metrox.ca,#3987,2023-04-04,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"2 LAN Drops Installed for - N/W Printer + Biometric device.
  1 Switch Purchased + Installed by Ankit.","#3961
  #3960",2023-04-03,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New PC/QB User : Shikha
  Bright HR - Account Activation - Shikha",#3929,2023-03-31,Yes,,,
,Transway Transport,"740 Weller Ct, Oakville, ON L6K 3S9",Transway Transport,na,Office 365 License Activation - Mandeep Brar (Node 101),#3849,2023-03-28,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"Office 365 install - Hostname: DESKTOP-TDLDT8L + Time Spent 1 Hr.
  Troubleshooting done , system cleaned up + malware removed , windows + drivers updated",#3757,2023-03-23,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"Office 365 Install - Hostname: DESKTOP-UDN888D + Time Spent 1 Hr.
  Troubleshooting done , system cleaned up + malware removed , windows + drivers updated",#3756,2023-03-23,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"Office 365 Install - Hostname: MAIN-PC + Time Spent 1 Hr
  Troubleshooting done , system cleaned up + malware removed , windows + drivers updated",#3755,2023-03-23,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New Email created : jay@dig.insure,#3751,2023-03-23,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Customer Name :Manpreet Kaur Dhindsa
  Dig Gurkarmsher Dhindsa (Personal Laptop)
  Office 365 Install. ---------- Credit Card info provided to Rajkaran",#3774,2023-03-23,Yes,,,
,CIC Toronto,"155-2960 Drew Road,
 Malton, Mississauga,ON L4T 0A5",CIC Toronto,na,"2 New Email accounts created on Godaddy
  ap@cictoronto.com
  office@cictoronto.com",#3682,2023-03-21,Yes,,,
,Na,Address not found,Na,na,"Rajkaran Travel To India
  T54W - NEW
  MAC: 805E0CC3266E
  SN: 301081E041221763",,2023-03-17,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,New Phone Cord - Yealink T29G,#3023,2023-03-15,Yes,,,
,World Class Immigration,"1332 Khalsa Dr Unit # 10, Mississauga, ON L5S 0A2",World Class Immigration,na,New Phone Cord - Yealink T29G,#3564,2023-03-15,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"Email activated: Gagandeep Bhullar, "" gbhullar@dig.insure""",#3773,2023-03-14,Yes,,,
,Fusion Placement Solutions,"7370 Bramalea Rd Unit 8, Mississauga, ON L5S 1N6",Fusion Placement Solutions,na,New Office365 License installed - Parmjit Personal ACER Laptop,#3504,2023-03-14,Yes,,,
,Gracious Lighting & Home Furnishing,"101 Devon Road, Brampton L6T5A4",Gracious Lighting & Home Furnishing,na,New Network Printer Installation Toshiba e-STUDIO3505AC,#3484,2023-03-11,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"customer Name :Manpreet Kaur Dhindsa
  Dig Gurkarmsher Dhindsa (Personal Laptop)
  Office 365 Install. ---------- Credit Card info provided to Rajkaran",#3396,2023-03-09,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New User/Node Dig\rgrewal1 --- Raman Grewal,#3395,2023-03-09,Yes,,,
,Ameya Data Solution,,Ameya Data Solution,na,"1 New SIP - T54W Yealink
  ?Ext: 215101 - S/N# 301081E041222107 - MAC# 805E0CC3304C",#3329,2023-03-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New Office365 License installed - Ravi Grewal,#3358,2023-03-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New Office365 License installed - Asif Alam,#3360,2023-03-08,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,New Office365 License installed - Bela Gandhi,#3397,2023-03-08,Yes,,,
,Ontario Transway,"2020 Clark Blvd. Unit # 1B
 Brampton ON, L6T 5R4",Ontario Transway,na,"New SIP - T54W Yealink Installed
  ? Ext: 101 - S/N# 301081E041221037 - MAC#805E0CC324C4
  ? Ext: 102 - S/N# 301081E041220515 - MAC#805E0CC32576
  ? Ext: 103 - S/N# 301081E041221848 - MAC#805E0CC3145A
  ? Ext: 104 - S/N# 301081E041222313 - MAC#805E0CC32562
  ? Ext: 105 - S/N# 301081E041222512 - MAC#805E0CC32658
  ? Ext: 106 - S/N# 301081E041223302 - MAC#805E0CC31480
  ? Ext: 107 - S/N# 301081E041223930 - MAC#805E0CC32554
  ____________________________________________________________
  New Yealink DECT IP Base Station W 70B
  ? Ext: 108 - S/N# 802017E062525920 - MAC#805E0CE78D0F
  New IP DECT Phone W56H S/N# 8301520062500281",#3206,2023-03-03,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"New User/Node Setup + DUO
  gracious\shaleen --- Shaleen Dutta",#3013,2023-02-28,Yes,,,
,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",MetroX,na,"New Office365 License installed
  DESKTOP-I0L7TP4 - INDIA
  SerialNumber 8CG71133BQ",#3193,2023-02-28,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"OAKVILLE - Visit
  User: Gurmeet Singh
  Onsite Visit - Windows Re-installed + Printer setup done.",#3091,2023-02-24,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"OAKVILLE - Visit
  User: Rahul
  Onsite Visit - Windows Re-installed + Printer setup done.",#3092,2023-02-24,Yes,,,
,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",Gracious Hardwood Flooring Inc.,na,"WAREHOUSE
  User: Garima
  Onsite Visit - Windows Re-installed + Printer setup done.",#3093,2023-02-24,Yes,,,
,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
 ON L6P 4B5",Diamond Insurance Group,na,"New Node Setup + email created
  dig\jassingh --- Jaspreet Singh (Alberta)",#3035,2023-02-22,Yes,,,
